No.;Kode;Nama Bahan Makanan;Komposisi Zat Gizi Makanan per 100 gram BDD (Bagian yang Dapat Dimakan) - Sumber: TKPI 2019;;;;;;;;;;;;;;;;;;;;;;Mentah /;Kelompok;Sumber
;Baru;⇲;Air;Energi;Protein;Lemak;Karbohidrat;Serat;Abu;Kalsium;Fosfor;Besi;Natrium;Kalium;Tembaga;Seng;Retinol;β-karoten;Karoten;Thiamin;Riboflavin;Niasin;Vitamin C;BDD;Olahan;Makanan;TKPI 2019
;⇲;;⇲;⇲;⇲;⇲;⇲;⇲;⇲;(Ca)  ⇲;(P)  ⇲;(Fe)  ⇲;(Na)  ⇲;(Ka)  ⇲;(Cu)  ⇲;(Zn)  ⇲;(vit. A)  ⇲;⇲;total  ⇲;(vit. B1)  ⇲;(vit. B2)  ⇲;⇲;⇲;⇲;⇲;⇲;⇲
;;;(g);(Kal);(g);(g);(g);(g);(g);(mg);(mg);(mg);(mg);(mg);(mg);(mg);(mcg);(mcg);(mcg);(mg);(mg);(mg);(mg);(%);;;
387;AR005;Beras jagung kuning, kering, mentah;10,8;358;5,5;0,1;82,7;10;0,9;20;90;1,4;1;80;0,1;4,1;-;641;-;0,12;0,08;1;3;100;Tunggal;Serealia;KZGMI-2001
388;AR006;Beras jagung putih, kering, mentah;22,5;307;4,8;0,1;71,8;10;0,8;17;78;1,2;1;70;0,1;3,5;-;301;-;0,15;0,07;0,9;-;100;Tunggal;Serealia;KZGMI-2001
389;AR009;Beras ladang, mentah;9,8;376;7,5;3,8;78;5,9;0,9;20;110;0,8;10;70;0,1;1,4;-;-;-;0,2;0,2;5,1;-;100;Tunggal;Serealia;KZGMI-2001
390;AR012;Beras tumbuk, mentah;11,5;354;7,8;0,4;79,9;3,8;0,4;3;112;0,6;5;85;0,5;1,5;-;-;-;0,25;0,22;5,1;-;100;Tunggal;Serealia;KZGMI-2001
391;GP055;Betok wadi, masakan;69,2;145;16,3;7;4,1;-;3,4;405;523;1,8;69;203;1;1,3;-;-;-;0,22;-;-;-;-;Olahan;Ikan dsb;KZGMI-2001
392;BP022;Biji nangka/Biji salak;40,5;262;2,3;5,4;51,1;8;0,7;60;80;0,8;10;2;0,6;2;-;1.667;-;0,1;1;-;10;100;Olahan;Umbi;KZGMI-2001
393;AP036;Bingka;44,4;273;5,3;10,6;39,1;-;0,6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;100;Olahan;Serealia;KZGMI-2001
394;AP037;Bobengka;46,3;225;5,3;2,6;45,2;-;0,6;-;-;-;-;-;-;-;-;-;-;-;-;-;-;100;Olahan;Serealia;KZGMI-2001
395;AP038;Bolu peca;55,6;197;3,3;4,6;35,6;-;0,9;-;-;-;-;-;-;-;-;-;-;-;-;-;-;100;Olahan;Serealia;KZGMI-2001
396;GP056;Bou ninahu ndamate, masakan;79,5;79;6,3;1;1,1;-;2,1;-;-;-;67;-;-;-;691;-;-;0,1;-;0,1;-;-;Olahan;Ikan dsb;KZGMI-2001
397;GP057;Bouiki ninahu nggaluku, masakan;73,9;94;7,8;2,2;10,8;-;5,3;-;-;-;58;179,4;-;1,5;-;-;-;0,5;0,03;2,4;-;-;Olahan;Ikan dsb;KZGMI-2001
398;ER009;Buah kelenting, segar;73,9;110;1,4;2,1;21,4;-;1,2;8;102;1,1;2;-;0,3;0,9;-;-;-;0,2;0,1;-;6;77;Tunggal;Buah;KZGMI-2001
399;DR011;Buah kelor;89,5;38;1,5;0,2;7,5;3,2;1,3;30;54;-;48;216;-;0,2;-;31;-;0,1;0,1;4,1;25;65;Tunggal;Sayur;KZGMI-2001
400;DR012;Buah merah;81,2;87;2,6;2,7;13,1;4;0,4;30;1;1,1;110;140;0,1;0,3;-;-;-;1,5;0,1;0,2;15;100;Tunggal;Sayur;KZGMI-2001
401;ER014;Buah negri, segar;85,7;55;1,2;0,1;12,2;5,2;0,8;30;40;0,2;10;-;0,1;0,3;-;460;-;0,33;0,03;0,1;9;48;Tunggal;Buah;KZGMI-2001
402;ER016;Buah rotan, segar;79,4;78;0,6;0,3;18,2;-;1,5;1;7;3,4;7;495;0,3;0,7;-;-;-;0,12;-;-;5;-;Tunggal;Buah;KZGMI-2001
403;ER017;Buah rukam, segar;71,3;113;0,8;0,3;26,8;7,7;0,8;108;52;1,2;2;219;0,3;0,9;-;17;-;0,06;0,01;-;20;100;Tunggal;Buah;KZGMI-2001
404;ER018;Buah ruruhi, segar;93;29;2,1;0,7;3,6;2,6;0,3;6;7;-;36;45;-;0,1;-;7;-;0,06;0,01;-;10;82;Tunggal;Buah;KZGMI-2001
405;ER019;Buah tuppa, segar;82,5;67;0,4;0,2;15,9;-;1;12;139;0,5;2;-;0,2;0,5;-;-;-;0,04;0,01;-;5;-;Tunggal;Buah;KZGMI-2001
406;FP004;Buaya, daging, dendeng, mentah;12,3;365;49,6;4,8;30,8;-;2,5;60;130;4,3;500;680;0,2;11,6;-;-;-;-;-;0,2;-;100;Olahan;Daging;KZGMI-2001
407;BP023;Bubur sagu;62,5;167;0,2;4;33;-;0,3;3;3;0,1;7;-;0,1;0,1;-;-;-;9;-;0,1;-;100;Olahan;Umbi;KZGMI-2001
408;AP040;Bubur tinotuan (Manado);80,9;156;2,3;0,2;15,6;8,2;1;41;20;0,4;486;164;0,3;0,4;-;1.437;-;0,1;0,04;-;15;100;Olahan;Serealia;KZGMI-2001
409;GP058;Cakalang asar (asap papua);64,3;155;20,1;3,8;10,2;-;1,6;20;240;2,1;90;390;0,3;0,1;86;-;-;-;0,7;0,2;-;-;Olahan;Ikan dsb;KZGMI-2001
410;AP041;Cake tape;32,2;323;4,9;11,5;50,1;1,4;1,4;131;83;2,6;-;-;-;-;26;-;1.872;0,38;0,16;0,3;-;100;Olahan;Serealia;KZGMI-2001
411;DP029;Cammetutu;79,6;102;3,2;6;8,7;4,3;2,5;41;93;0,5;443;518;0,3;0,7;-;1.123;-;0,3;0,4;0,4;19;100;Olahan;Sayur;KZGMI-2001
412;AP042;Cangkuning;57,5;204;2,8;7,5;31,4;-;0,8;-;-;-;-;-;-;-;-;-;-;-;-;-;-;100;Olahan;Serealia;KZGMI-2001
413;FP043;Coto mangkasara, kuda, masakan;83,5;96;6,8;5,9;3,8;-;0,9;11;106;2,3;96;31;0,1;1;-;-;-;0,23;0,14;4,2;-;100;Olahan;Daging;KZGMI-2001
414;FP044;Coto mangkasara, sapi, masakan;85,9;84;6;6;1,4;-;0,7;8;104;4;90;25;0,3;0,6;-;-;-;0,16;0,14;10,3;-;100;Olahan;Daging;KZGMI-2001
415;DR018;Daun bawang merah, segar;89,1;41;2;0,3;7,8;2,1;0,8;60;40;2,3;30;90;0,1;0,3;-;218;-;0,1;0,1;0,2;11;67;Tunggal;Sayur;KZGMI-2001
416;DR023;Daun gedi besar, segar;84;58;2,9;0,7;10;3,3;2,4;440;100;1,9;30;40;0,2;2,1;-;596;-;0,4;0,5;2,8;11;65;Tunggal;Sayur;KZGMI-2001
417;DR024;Daun gedi kecil, segar;83,7;61;3,2;0,7;10,4;3,4;2;420;70;1,7;20;50;0,1;1,4;-;607;-;0,4;0,3;2,9;11;65;Tunggal;Sayur;KZGMI-2001
418;DR030;Daun jawaw seluang, segar;77,2;93;5;1,3;15,3;3,9;1,2;146;103;5,3;2;434;0,5;1,5;-;-;-;0,1;0,7;-;9;-;Tunggal;Sayur;KZGMI-2001
419;DR034;Daun kasbi/singkong karet, segar;80,3;92;4;3,6;10,9;5,8;1,2;140;70;1,6;70;90;0,3;1,1;-;4.046;-;0,1;0,2;0,1;74;87;Tunggal;Sayur;KZGMI-2001
420;DR038;Daun kelor, segar;75,5;92;5,1;1,6;14,3;8,2;3,5;1.077;76;6;61;298;0,1;0,6;-;3.266;-;0,3;0,1;4,2;22;65;Tunggal;Sayur;KZGMI-2001
421;DR044;Daun kubis, segar;86,2;51;2,5;1,1;8;3,4;2,2;100;50;3,4;50;100;0,9;0,6;-;3.612;-;0,4;0,1;0,2;16;75;Tunggal;Sayur;KZGMI-2001
422;DR049;Daun leilem, segar;79,4;76;2,8;0,2;15,8;3,1;1,8;296;22;3,4;6;46;0,5;1,1;-;753;-;0,3;0,1;2,5;22;90;Tunggal;Sayur;KZGMI-2001
423;DR057;Daun ndusuk, segar;56;166;1,7;0,5;38,8;10,7;3;40;20;1,8;40;310;0,2;0,7;-;14.457;-;0,4;0,1;0,1;30;-;Tunggal;Sayur;KZGMI-2001
424;DR060;Daun pakis longgiho, segar;89,5;54;2,2;3,6;3,1;2,1;1,6;40;80;0,7;70;500;0,4;0,1;-;168;-;0,4;0,3;0,2;8;70;Tunggal;Sayur;KZGMI-2001
425;DR061;Daun pakis wambateu, segar;86,9;53;3,4;1,2;7,2;4,8;1,3;30;100;0,3;20;200;0,2;0,3;-;191;-;0,7;0,2;0,3;6;70;Tunggal;Sayur;KZGMI-2001
426;DR062;Daun paku, segar;88,8;29;3,4;0,1;6,5;4,3;1,2;13;88;1,3;19;434;0,5;0,7;-;18;-;0,2;0,1;11,7;10;70;Tunggal;Sayur;KZGMI-2001
427;DR063;Daun pangi,segar;76,1;104;3,9;0,6;17,9;8,3;1,5;256;22;1,8;4;266;1,7;0,5;-;55;-;0,4;0,1;0,1;23;90;Tunggal;Sayur;KZGMI-2001
428;DR064;Daun pare, segar;87,3;49;2,7;1;8,4;3;1,6;217;70;3,3;7;498;0,4;1,2;-;1.800;-;0,4;0,2;0,6;7;-;Tunggal;Sayur;KZGMI-2001
429;DR067;Daun selasih, segar;83,1;62;4;0,5;10,5;5,3;1,9;122;16;13,9;3;259;0,4;0,7;-;4.112;-;0,5;0,1;0,2;24;53;Tunggal;Sayur;KZGMI-2001
430;DR073;Daun singkong ampenan, segar;84,4;50;6,2;1,1;7,1;2,4;1,2;352;123;2,7;49;570;0,2;1,3;-;7.917;-;0,5;0,1;1,6;103;87;Tunggal;Sayur;KZGMI-2001
431;DR074;Daun singkong kopang, segar;81,1;74;6,3;0,7;10,7;4,6;1,2;142;115;1,7;32;382;0,2;1,5;-;3.882;-;0,5;0,5;1,9;211;87;Tunggal;Sayur;KZGMI-2001
432;DR078;Daun ubi kuning, segar;83,5;62;3,7;0,3;11,1;6,4;1,4;170;40;0,6;10;-;0,2;0,5;-;3.564;-;0,3;0,3;1,2;4;75;Tunggal;Sayur;KZGMI-2001
433;DR080;Daun ubi putih, segar;87,5;46;2,8;0,2;8,2;4,8;1,3;120;50;0,8;10;-;0,2;0,5;-;103;-;0,3;0,3;0,9;8;75;Tunggal;Sayur;KZGMI-2001
434;DR081;Daun ubi tinta, segar;85,1;55;1,7;0,1;11,9;7,6;1,2;120;40;0,6;10;-;0,2;0,5;-;516;-;0,2;-;-;7;75;Tunggal;Sayur;KZGMI-2001
435;CP023;Dodol banjarmasin;17,3;368;2,6;8,6;70;0,5;1,5;51;180;3,3;48;96;0,4;2,6;-;-;-;0,04;0,07;2,3;-;100;Olahan;Kacang;KZGMI-2001
436;AP044;Dodol galamai;16,5;348;0,4;3,8;76,1;0,5;1,2;41;144;2,6;38;76;0,3;2,1;-;-;-;0,03;0,06;1,8;-;100;Olahan;Serealia;KZGMI-2001
437;AP046;Dodol manado;26,1;373;4,3;16,5;51,9;0,4;1,2;41;142;2,4;35;72;0,3;2,1;-;-;-;0,04;0,06;2,1;-;100;Olahan;Serealia;KZGMI-2001
438;EP002;Dodol nanas;16,1;338;1,5;1,2;80,3;-;0,9;-;-;-;-;-;-;-;-;-;1.240;0,55;-;-;-;100;Olahan;Buah;KZGMI-2001
439;AP047;Emping beras;13,6;403;10,6;2,2;85,3;0,2;1,9;11;240;0,3;1;113;0,3;2,4;-;-;-;-;0,16;-;-;100;Olahan;Serealia;KZGMI-2001
440;CP025;Emping komak;14,2;355;17,8;4,6;60,7;-;2,7;87;304;4,3;24;1.233,00;1;2,3;-;-;-;-;-;0,6;-;100;Olahan;Kacang;KZGMI-2001
441;BR007;Gadeng/Gadung, kering;20,2;322;2,4;0,6;76,6;-;0,2;39;22;2,2;5;2;0,5;0,2;-;-;-;0,45;0,02;1;-;100;Tunggal;Umbi;KZGMI-2001
442;CP029;Geplak;29,6;350;1,4;14,4;53,6;1,8;1;151;43;2,1;-;-;-;-;-;-;120;0,12;0,02;0,8;-;100;Olahan;Kacang;KZGMI-2001
443;CP030;Geplak jahe;12,4;462;3,1;24,4;57,7;3,3;2,5;212;161;6,6;-;-;-;-;-;-;272;0,12;-;0,1;-;100;Olahan;Kacang;KZGMI-2001
444;GP062;Gete kuah asam, masakan;80,1;75;8,2;2;6;-;3,8;1.620;880;0,8;260;150;0,1;1,5;-;-;-;-;-;0,1;-;-;Olahan;Ikan dsb;KZGMI-2001
445;GP063;Gulai asam keueung, masakan;86;52;10;0,5;1,8;-;1,7;62;102;0,3;332;141;-;1;-;-;-;0,18;0,34;-;-;-;Olahan;Ikan dsb;KZGMI-2001
446;GP064;Gulai ikan paya, masakan;72,1;148;10;9,8;5;-;3,1;103;82;0,7;525;256;0,1;0,9;-;-;-;0,26;0,02;-;-;-;Olahan;Ikan dsb;KZGMI-2001
447;FP047;Gulai kambing;78,4;126;4,2;9,4;6,2;-;1,8;45;73;1,3;302;138;0,2;1,1;151;-;-;0,13;0,01;-;-;100;Olahan;Daging;KZGMI-2001
448;DP034;Gulai pliek;71,9;176;7,3;14,9;3,2;-;2,7;39;54;1,4;257;285;0,3;0,6;-;-;-;-;-;-;-;100;Olahan;Sayur;KZGMI-2001
449;GP067;Gulai tiram, masakan;73,1;132;9;7,2;7,8;-;2,9;53;134;3,7;285;133;1,1;0,7;389;-;-;0,29;0,12;-;-;-;Olahan;Ikan dsb;KZGMI-2001
450;BR011;Hofa/Ubi hutan, segar;67,9;127;1,2;0,5;29,5;3,4;0,9;30;8;0,7;3;4;0,1;0,2;-;-;-;0,3;0,05;0,6;-;85;Tunggal;Umbi;KZGMI-2001
451;GP069;Ikan asar merah, masakan;69,2;146;17,7;5,9;5,6;-;1,6;100;240;4;170;310;0,3;1,4;224;-;-;-;-;-;-;-;Olahan;Ikan dsb;KZGMI-2001
452;GR006;Ikan baronang, segar;80;78;14,5;0,6;3,7;-;1,2;26;521;3,8;26;692;4,7;4,1;732;-;-;0,2;0,04;3;-;-;Tunggal;Ikan dsb;KZGMI-2001
453;GR007;Ikan batung, segar;75,7;115;14,5;4,6;4,2;-;1,1;-;207;-;42;361;0,2;0,9;-;-;-;1,2;0,04;1,1;-;-;Tunggal;Ikan dsb;KZGMI-2001
454;GP006;Ikan baung bakar;69,8;144;17,8;5,8;5,2;-;1,4;18;169;-;168;236;0,1;0,7;-;-;-;-;-;1,3;-;-;Olahan;Ikan dsb;KZGMI-2001
455;GR008;Ikan baung, segar;74,9;123;15,1;5,5;3,3;-;1,2;5;146;1,3;32;349;0,1;0,7;-;-;-;0,2;0,03;1,2;-;-;Tunggal;Ikan dsb;KZGMI-2001
456;GP007;Ikan Belida bakar;68,2;128;18;3;7,2;-;3,6;58;134;-;293;198;0,1;0,4;-;-;-;1,8;0,17;1,5;-;-;Olahan;Ikan dsb;KZGMI-2001
457;GR010;Ikan Belida, segar;79,2;80;14,7;1,4;2,2;-;2,3;303;315;1,3;41;356;-;0,8;-;-;-;1,2;0,14;1,4;-;-;Tunggal;Ikan dsb;KZGMI-2001
458;GR014;Ikan biawan, segar;79,1;90;14,9;2,5;2,1;-;1,4;125;265;1;35;207;0,4;0,6;-;-;-;0,36;0,03;2,9;-;-;Tunggal;Ikan dsb;KZGMI-2001
459;GR015;Ikan bili, segar;68,3;88;14,2;0,7;6,2;-;10,6;27;1.760;1,5;217;202;-;4,1;-;-;-;0,72;0,09;2,7;-;-;Tunggal;Ikan dsb;KZGMI-2001
460;GR016;Ikan bubara, segar;75,5;100;14,7;2,4;4,9;-;1,6;90;90;0,4;390;390;0,7;0,8;-;-;-;-;-;-;-;-;Tunggal;Ikan dsb;KZGMI-2001
461;GR017;Ikan bulan-bulan, segar;66,7;134;25,5;1,3;5;-;1,5;29;29;0,5;197;489;0,1;0,5;-;-;-;0,3;0,02;0,8;-;-;Tunggal;Ikan dsb;KZGMI-2001
462;GP008;Ikan cakalang asap, mentah;56,9;204;34,2;5,6;1,9;-;1,4;14;399;1,3;176;588;0,3;0,7;1.546;-;-;0,53;0,07;-;-;70;Olahan;Ikan dsb;KZGMI-2001
463;GR019;Ikan cakalang, hati, segar;73,4;120;11,3;3,9;10;-;1,4;30;30;0,9;420;280;1,6;4,3;-;-;-;-;-;0,2;-;-;Tunggal;Ikan dsb;KZGMI-2001
464;GR020;Ikan cakalang, jantung, segar;76,3;116;11,2;1,2;10,2;-;1,1;10;40;3,4;360;250;0,5;1,9;908;-;-;-;-;0,1;-;-;Tunggal;Ikan dsb;KZGMI-2001
465;GR021;Ikan cakalang, perut, segar;79,1;86;10,2;1,1;8,7;-;0,9;20;110;2,1;230;210;0,3;9,3;-;-;-;0,24;-;0,3;-;-;Tunggal;Ikan dsb;KZGMI-2001
466;GR023;Ikan daun, segar;78,6;101;11,5;4,1;4,6;-;1,2;80;210;0,8;120;270;0,1;0,9;-;-;-;0,08;0,07;0,1;-;-;Tunggal;Ikan dsb;KZGMI-2001
467;GR024;Ikan ekor kuning, segar;74,1;108;22,3;1,2;2,1;-;0,3;30;220;0,5;50;230;0,1;0,6;40;29;-;-;0,1;0,2;-;-;Tunggal;Ikan dsb;KZGMI-2001
468;GP011;Ikan Gabus asap, mentah;26,4;261;38,1;2,3;21,9;-;11,3;2.510;1.840;2,9;320;410;0,4;0,8;114;-;-;0,1;0,1;14,5;-;80;Olahan;Ikan dsb;KZGMI-2001
469;GR025;Ikan gabus, segar;79,6;80;16,2;0,5;2,6;-;1,1;170;139;0,1;65;254;0,3;0,4;335;-;-;0,4;0,2;0,1;-;-;Tunggal;Ikan dsb;KZGMI-2001
470;GP013;Ikan gete, goreng;44,7;267;23,1;19,4;0,2;-;12,6;2.340;1.240;0,8;590;440;0,1;1,9;-;-;-;-;-;0,2;-;-;Olahan;Ikan dsb;KZGMI-2001
471;GR026;Ikan Heu, segar;75,6;81;10;1,6;6,6;-;6,2;1.910;990;2,1;240;210;0,1;2,7;-;-;-;0,87;-;0,2;-;-;Tunggal;Ikan dsb;KZGMI-2001
472;GR027;Ikan hitam, segar;78,2;101;10,3;3,7;6,7;-;1,1;50;140;0,4;70;210;-;0,4;67;-;-;-;0,1;0,1;-;-;Tunggal;Ikan dsb;KZGMI-2001
473;GP014;Ikan hiu, kering;23,1;298;46,3;3,6;20,2;-;6,8;335;846;2,5;957;1.457,00;0,5;2;661;-;-;0,84;0,11;22,5;-;-;Olahan;Ikan dsb;KZGMI-2001
474;GR031;Ikan kakatua, segar;79,7;82;11,4;1,2;6,4;-;1,3;20;160;0,4;90;300;0,1;0,3;18;-;-;-;-;0,2;-;-;Tunggal;Ikan dsb;KZGMI-2001
475;GR032;Ikan kalaban, segar;80,3;77;16,4;0,7;1,3;-;1,3;182;248;0,9;40;334;0,7;0,8;-;-;-;0,16;0,15;1,9;-;-;Tunggal;Ikan dsb;KZGMI-2001
476;GR033;Ikan Kamera, segar;78,5;86;19,7;0,8;-;-;1,3;50;170;0,3;90;290;0,3;0,1;26;-;-;-;0,08;0,1;-;-;Tunggal;Ikan dsb;KZGMI-2001
477;GR034;Ikan kapar, segar;74,2;132;17;6,7;0,8;-;1,3;151;272;1,2;78;229;0,9;0,7;-;-;-;0,07;0,03;-;-;-;Tunggal;Ikan dsb;KZGMI-2001
478;GR035;Ikan kawalinya, segar;76,1;110;12,6;4,2;5,4;-;1,7;80;300;1,5;340;300;0,2;1,4;146;-;-;-;-;0,2;-;-;Tunggal;Ikan dsb;KZGMI-2001
479;GP016;Ikan kayu, kering;23,1;302;70,7;1,9;0,4;-;3,9;313;22;4,1;345;1.045,00;-;1,8;-;-;-;1,4;0,04;20;-;-;Olahan;Ikan dsb;KZGMI-2001
480;GR041;Ikan kima, segar;82,1;70;10,8;0,7;5,2;-;1,2;53;72;2;342;101;0,5;0,5;401;-;-;0,22;0,05;5,8;-;-;Tunggal;Ikan dsb;KZGMI-2001
481;GP017;Ikan Lais bakar;69,4;147;17,5;6,5;5,4;-;1,2;54;194;0,1;142;209;-;0,5;-;-;-;-;-;-;-;-;Olahan;Ikan dsb;KZGMI-2001
482;GR048;Ikan lehoma, segar;77,6;90;20,4;0,9;-;-;1,1;88;270;0,7;56;281;0,3;0,9;1.047;-;-;0,32;0,03;0,2;-;-;Tunggal;Ikan dsb;KZGMI-2001
483;GP018;Ikan lomak asin, mentah;21,6;258;40,3;2,3;18,9;-;16,9;140;279;2,3;6.227;485,1;2,3;-;-;-;-;0,1;0,3;6;-;-;Olahan;Ikan dsb;KZGMI-2001
484;GR052;Ikan malalugis, segar;75,6;99;20,6;1,4;0,9;-;1,5;164;330;0,5;76;282;0,2;0,9;661;-;-;0,3;0,02;0,5;-;-;Tunggal;Ikan dsb;KZGMI-2001
485;GR053;Ikan mamar merah, segar;75;115;15,3;4;4,4;-;1,3;60;190;1,6;120;240;0,2;1;-;-;-;0,2;0,1;0,1;-;-;Tunggal;Ikan dsb;KZGMI-2001
486;GR057;Ikan nasu metti, segar;65,3;154;16,8;5;10,5;-;2,4;80;244;1,6;421;488;0,2;1,2;-;-;-;0,47;0,15;9,6;-;-;Tunggal;Ikan dsb;KZGMI-2001
487;GR036;Ikan oci, kembung, segar;71,4;125;21,3;3,4;2,2;-;1,7;136;69;0,8;214;245;0,2;1,1;-;-;-;0,26;0,03;0,2;-;80;Tunggal;Ikan dsb;KZGMI-2001
488;GP023;Ikan Papuyu, bakar;66,6;152;17,6;6,1;6,7;-;3;244;227;3,4;320;224;0,2;1;-;-;-;-;-;-;9;-;Olahan;Ikan dsb;KZGMI-2001
489;GR059;Ikan papuyu/ betok, segar;75;120;14,3;4,9;4,6;-;1,2;329;436;1,5;240;169;0,8;1,1;-;-;-;-;0,05;3,1;-;-;Tunggal;Ikan dsb;KZGMI-2001
490;GP024;Ikan Patin, bakar;70,3;144;17,5;6,3;4,3;-;1,6;191;232;1,4;379;230;0,1;0,7;-;-;-;-;-;-;-;-;Olahan;Ikan dsb;KZGMI-2001
491;GR060;Ikan Patin, segar;74,4;132;17;6,6;1,1;-;0,9;31;173;1,6;77;346;0,7;0,8;-;7;-;0,2;0,03;1,7;-;-;Tunggal;Ikan dsb;KZGMI-2001
492;GR061;Ikan pomo, segar;68,3;147;22,5;5,2;2,6;-;1,4;80;230;1,3;-;380;0,2;0,7;89;-;-;-;-;-;-;-;Tunggal;Ikan dsb;KZGMI-2001
493;GR062;Ikan Puntin, segar;81,1;76;14,4;1,1;2,2;-;1,2;28;166;-;-;325;0,1;0,6;-;-;-;0,31;0,11;-;-;-;Tunggal;Ikan dsb;KZGMI-2001
494;GP032;Ikan saluang, kering, mentah;33,6;284;34,1;9,9;14,6;-;7,8;1.426;1.103;9,5;1.767;263;1,3;18,7;-;-;-;0,49;0,03;-;-;-;Olahan;Ikan dsb;KZGMI-2001
495;GR065;Ikan saluang, segar;74,8;113;13,9;4,9;3,4;-;3;642;646;1,9;51;182;0,8;3,6;-;-;-;0,21;0,02;1,8;-;89;Tunggal;Ikan dsb;KZGMI-2001
496;GP033;Ikan sanggang, masakan;42,6;240;21,7;7,7;20,7;-;7,3;159;362;9,8;2.041;159;1,5;8,8;-;-;-;0,51;0,02;-;-;-;Olahan;Ikan dsb;KZGMI-2001
497;GR066;Ikan sarden, segar;72,7;109;19,9;1,8;3,4;-;2,2;95;597;1,3;266;227;0,3;2;195;-;-;0,26;0,03;4,4;-;-;Tunggal;Ikan dsb;KZGMI-2001
498;GR068;Ikan sepat, segar;78,8;84;15,2;0,6;4,7;-;0,8;68;171;2,1;211;198;0,7;0,6;-;-;-;0,16;0,03;1,9;-;75;Tunggal;Ikan dsb;KZGMI-2001
499;GP037;Ikan sunu, asin, mentah;34,7;199;34,1;3,8;7,1;-;20,3;94;92;2,2;377;57;0,1;3,2;2.481;-;-;1,5;0,13;7,2;-;-;Olahan;Ikan dsb;KZGMI-2001
500;GR070;Ikan sunu, segar;75,5;111;13,3;3,4;6,7;-;1,1;86;174;1,2;91;197;-;0,6;309;-;-;1,03;0,1;0,2;-;70;Tunggal;Ikan dsb;KZGMI-2001
501;GR071;Ikan tahuman, segar;77,4;88;15,9;0,9;4,1;-;1,8;221;223;-;24;364;0,4;0,7;-;-;-;0,2;0,25;1,6;-;-;Tunggal;Ikan dsb;KZGMI-2001
502;GR073;Ikan tarmon, segar;76,7;96;19,5;1,1;2;-;0,8;9;129;0,3;43;154;0,1;0,5;-;-;-;0,15;0,02;1,7;-;-;Tunggal;Ikan dsb;KZGMI-2001
503;GR074;Ikan telan, segar;75,3;95;15,8;0,7;6,5;-;1,7;503;354;0,2;58;294;1,6;1,2;-;-;-;0,18;0,02;1,9;-;-;Tunggal;Ikan dsb;KZGMI-2001
504;GR076;Ikan tempahas, segar;78,9;101;15,1;4,1;1;-;0,9;32;163;-;50;320;0,7;0,6;-;-;-;0,02;0,05;1,5;-;-;Tunggal;Ikan dsb;KZGMI-2001
505;GR077;Ikan terbang, segar;76,1;98;19,6;1,7;1;-;1,6;90;190;0,6;90;320;0,1;0,5;39;-;-;-;0,1;0,1;-;-;Tunggal;Ikan dsb;KZGMI-2001
506;GR079;Ikan titang, segar;78,8;82;17,4;0,4;2,3;-;1,1;145;130;1,8;110;275;0,1;0,8;581;-;-;0,64;0,03;1,5;-;-;Tunggal;Ikan dsb;KZGMI-2001
507;GR080;Ikan tongkol, segar;74,7;100;13,7;1,5;8;-;2,1;92;606;1,7;202;227;0,2;1,6;181;-;-;0,35;0,03;6,6;-;100;Tunggal;Ikan dsb;KZGMI-2001
508;GR081;Ikan turi, segar;76,9;96;19,2;2;0,2;-;2,1;340;340;0,8;370;300;0,1;2;26;-;-;-;-;-;-;-;Tunggal;Ikan dsb;KZGMI-2001
509;GR018;Ikan, cakalang, segar;73;107;19,6;0,7;5,5;-;1,2;23;242;2,9;66;239;0,2;0,6;386;-;-;0,17;0,05;21,7;-;-;Tunggal;Ikan dsb;KZGMI-2001
510;HP004;Ikan, telur, asin, mentah;37,8;358;20,7;26,4;9,4;-;5,7;48;311;15,1;2.684;59;0,4;3;1.866;-;-;0,21;0,54;2,1;-;100;Olahan;Telur;KZGMI-2001
511;FP006;Itik alabio, daging, dendeng, mentah;12,7;496;30,3;33,5;18,4;-;5,1;135;370;12,5;1.081;478;0,7;0,3;-;-;-;-;-;-;-;100;Olahan;Daging;KZGMI-2001
512;ER033;Jambu bol, segar;87,1;49;2,3;0,2;9,6;3,5;0,8;8;8;0,3;1;14;-;-;-;92;-;0,13;0,01;0,5;22;67;Tunggal;Buah;KZGMI-2001
513;DR086;Jamur encik;24,8;296;9,4;1,1;62;-;2,7;5;277;5,3;2;-;0,2;3,1;-;-;-;1,1;0,1;-;-;95;Tunggal;Sayur;KZGMI-2001
514;DR091;Jamur sagu;91,3;48;1,9;3,2;2,8;1;0,8;10;90;0,6;100;440;0,6;0,6;-;-;-;0,2;0,2;6,5;-;95;Tunggal;Sayur;KZGMI-2001
515;FP048;Jangang bintatoeng, masakan;73,6;107;5,3;2,2;16,5;-;2,4;64;61;2,5;482;406;0,2;0,8;-;-;-;0,18;0,02;3,4;-;100;Olahan;Daging;KZGMI-2001
516;DR093;Jengkol, segar;52,7;192;5,4;0,3;40,7;1,5;0,9;4;150;0,7;60;241;0,3;0,6;-;-;-;0,05;0,2;0,5;31;95;Tunggal;Sayur;KZGMI-2001
517;ER036;Jeruk banjar, segar;84,5;61;0,8;0,2;14,1;-;0,4;9;13;0,2;3;79;0,1;0,1;-;9;-;0,12;0,03;0,3;31;72;Tunggal;Buah;KZGMI-2001
